"","chrnr","epinr","jnr","matr","resultat","prvdato","region","ugenr"
"4688",10164,2,"B3749","Kloaksvaber","POS",2002-06-19,"R5",234
"4692",10342,1,"B3753","Kloaksvaber","NEG",2002-06-18,"R3",234
"4696",10375,1,"B3757","Kloaksvaber","POS",2002-06-18,"R7",234
"4700",10585,1,"B3761","Kloaksvaber","POS",2002-06-19,"R6",234
"4704",10246,2,"B3765","Kloaksvaber","POS",2002-06-20,"R3",234
"4708",10531,4,"B3769","Kloaksvaber","POS",2002-06-17,"R5",234
"4712",10161,2,"B3773","Kloaksvaber","POS",2002-06-20,"R1",234
"4716",10281,2,"B3777","Kloaksvaber","POS",2002-06-19,"R6",234
"4720",10081,6,"B3781","Kloaksvaber","NEG",2002-06-17,"R5",234
"4724",10084,1,"B3785","Kloaksvaber","POS",2002-06-20,"R2",234
"4728",10187,2,"B3789","Kloaksvaber","POS",2002-06-20,"R8",234
"4732",10300,13,"B3793","Kloaksvaber","POS",2002-06-20,"R4",234
"4736",10368,1,"B3797","Kloaksvaber","NEG",2002-06-18,"R1",234
"4740",10630,1,"B3801","Kloaksvaber","NEG",2002-06-21,"R6",234
"4744",10307,3,"B3805","Kloaksvaber","NEG",2002-06-21,"R3",234
"4748",10176,2,"B3809","Kloaksvaber","NEG",2002-06-20,"R3",234
"4752",10402,1,"B3813","Kloaksvaber","NEG",2002-06-24,"R1",235
"4756",10116,2,"B3817","Kloaksvaber","NEG",2002-06-04,NA,232
"4760",10161,3,"B3821","Kloaksvaber","POS",2002-06-20,"R1",234
"4764",10416,4,"B3825","Kloaksvaber","POS",2002-06-24,"R1",235
"4768",10248,1,"B3829","Kloaksvaber","POS",2002-06-21,"R8",234
"4772",10248,5,"B3833","Kloaksvaber","NEG",2002-06-24,"R8",235
"4776",10169,2,"B3837","Kloaksvaber","POS",2002-06-21,"R4",234
"4780",10615,2,"B3841","Kloaksvaber","POS",2002-06-24,NA,235
"4784",10646,1,"B3845","Kloaksvaber","NEG",2002-06-25,"R8",235
"4788",10116,4,"B3849","Kloaksvaber","NEG",2002-06-25,NA,235
"4792",10615,2,"B3853","Kloaksvaber","NEG",2002-06-25,NA,235
"4796",10548,3,"B3857","Kloaksvaber","NEG",2002-06-26,"R2",235
"4800",10325,2,"B3861","Kloaksvaber","POS",2002-06-26,"R8",235
"4804",10615,2,"B3865","Kloaksvaber","POS",2002-06-26,NA,235
"4808",10307,4,"B3869","Kloaksvaber","POS",2002-06-26,"R3",235
"4812",10171,4,"B3873","Kloaksvaber","NEG",2002-06-27,"R5",235
"4816",10077,1,"B3877","Kloaksvaber","POS",2002-06-26,"R2",235
"4820",10295,1,"B3881","Kloaksvaber","POS",2002-06-26,"R7",235
"4824",10650,1,"B3885","Kloaksvaber","POS",2002-06-27,"R8",235
"4828",10222,3,"B3889","Kloaksvaber","POS",2002-06-27,"R2",235
"4832",10387,1,"B3893","Kloaksvaber","POS",2002-06-25,"R1",235
"4836",10416,4,"B3897","Kloaksvaber","POS",2002-06-25,"R1",235
"4840",10202,2,"B3901","Kloaksvaber","NEG",2002-06-26,"R5",235
"4844",10152,2,"B3905","Kloaksvaber","POS",2002-06-27,"R2",235
"4848",10491,2,"B3909","Kloaksvaber","NEG",2002-06-27,NA,235
"4852",10241,4,"B3913","Kloaksvaber","NEG",2002-06-26,NA,235
"4856",10209,4,"B3917","Kloaksvaber","NEG",2002-06-24,"R1",235
"4860",10367,1,"B3921","Kloaksvaber","POS",2002-07-01,"R1",236
"4864",10449,1,"B3925","Kloaksvaber","POS",2002-07-01,"R5",236
"4868",10252,1,"B3929","Kloaksvaber","NEG",2002-07-01,"R3",236
"4872",10644,1,"B3933","Kloaksvaber","NEG",2002-07-01,"R8",236
"4876",10238,1,"B3937","Kloaksvaber","NEG",2002-06-27,NA,235
"4884",10610,3,"B3945","Kloaksvaber","NEG",2002-07-01,"R5",236
"4888",10295,1,"B3949","Kloaksvaber","POS",2002-07-01,"R7",236
"4892",10169,2,"B3953","Kloaksvaber","POS",2002-07-01,"R4",236
"4896",10349,2,"B3957","Kloaksvaber","NEG",2002-06-28,"R2",235
"4900",10464,1,"B3961","Kloaksvaber","NEG",2002-07-01,"R3",236
"4904",10222,1,"B3965","Kloaksvaber","NEG",2002-07-02,"R2",236
"4908",10172,1,"B3969","Kloaksvaber","POS",2002-07-02,NA,236
"4912",10136,4,"B3973","Kloaksvaber","POS",2002-07-02,"R4",236
"4916",10548,3,"B3977","Kloaksvaber","POS",2002-07-03,"R2",236
"4920",10222,3,"B3981","Kloaksvaber","POS",2002-07-03,"R2",236
"4924",10490,1,"B3985","Kloaksvaber","POS",2002-07-03,NA,236
"4928",10183,2,"B3989","Kloaksvaber","NEG",2002-07-03,"R2",236
"4932",10186,2,"B3993","Kloaksvaber","POS",2002-07-04,"R6",236
"4936",10268,1,"B3997","Kloaksvaber","POS",2002-07-03,"R2",236
"4940",10610,1,"B4001","Kloaksvaber","NEG",2002-07-02,"R5",236
"4944",10075,2,"B4005","Kloaksvaber","NEG",2002-07-02,"R5",236
"4948",10125,1,"B4009","Kloaksvaber","POS",2002-07-04,"R5",236
"4952",10153,1,"B4013","Kloaksvaber","POS",2002-07-04,"R3",236
"4956",10520,2,"B4017","Kloaksvaber","NEG",2002-07-04,"R4",236
"4960",10367,2,"B4021","Kloaksvaber","POS",2002-07-02,"R1",236
"4964",10181,1,"B4025","Kloaksvaber","POS",2002-07-03,"R3",236
"4968",10252,4,"B4029","Kloaksvaber","POS",2002-07-02,"R3",236
"4972",10520,4,"B4033","Kloaksvaber","NEG",2002-07-04,"R4",236
"4976",10250,4,"B4037","Kloaksvaber","NEG",2002-07-04,"R2",236
"4980",10636,1,"B4041","Kloaksvaber","POS",2002-07-08,"R3",237
"4984",10595,7,"B4045","Kloaksvaber","POS",2002-07-04,NA,236
"4988",10209,6,"B4049","Kloaksvaber","POS",2002-07-05,"R1",236
"4992",10211,6,"B4053","Kloaksvaber","POS",2002-07-05,"R1",236
"4996",10121,1,"B4057","Kloaksvaber","NEG",2002-07-08,"R8",237
"5000",10174,3,"B4061","Kloaksvaber","NEG",2002-07-05,"R5",236
"5004",10180,5,"B4065","Kloaksvaber","NEG",2002-07-04,NA,236
"5012",10328,1,"B4073","Kloaksvaber","NEG",2002-07-05,"R8",236
"5016",10486,1,"B4077","Kloaksvaber","POS",2002-07-08,"R8",237
"5020",10141,5,"B4081","Kloaksvaber","POS",2002-07-08,"R5",237
"5024",10567,1,"B4085","Kloaksvaber","POS",2002-07-05,"R7",236
"5028",10134,1,"B4089","Kloaksvaber","POS",2002-07-08,"R3",237
"5032",10543,1,"B4093","Kloaksvaber","POS",2002-07-05,"R7",236
"5036",10076,1,"B4097","Kloaksvaber","POS",2002-07-08,"R5",237
"5040",10356,2,"B4101","Kloaksvaber","NEG",2002-07-08,"R2",237
"5044",10328,1,"B4105","Kloaksvaber","NEG",2002-07-09,"R8",237
"5048",10490,2,"B4109","Kloaksvaber","POS",2002-07-09,NA,237
"5052",10121,6,"B4113","Kloaksvaber","NEG",2002-07-09,"R8",237
"5056",10132,1,"B4117","Kloaksvaber","NEG",2002-07-10,"R1",237
"5060",10033,2,"B4121","Kloaksvaber","NEG",2002-07-11,"R3",237
"5064",10332,3,"B4125","Kloaksvaber","POS",2002-07-11,"R3",237
"5068",10384,2,"B4129","Kloaksvaber","POS",2002-07-09,"R1",237
"5072",10211,4,"B4133","Kloaksvaber","NEG",2002-07-08,"R1",237
"5076",10520,3,"B4139","Kloaksvaber","POS",2002-07-11,"R4",237
"5080",10129,2,"B4143","Kloaksvaber","POS",2002-07-11,"R7",237
"5084",10076,2,"B4147","Kloaksvaber","POS",2002-07-10,"R5",237
"5088",10083,2,"B4152","Kloaksvaber","POS",2002-07-10,"R2",237
"5092",10102,1,"B4156","Kloaksvaber","NEG",2002-07-11,"R6",237
"5096",10281,4,"B4160","Kloaksvaber","POS",2002-07-09,"R6",237
"5101",10154,3,"B4165","Kloaksvaber","NEG",2002-07-10,"R1",237
"5105",10251,7,"B4169","Kloaksvaber","POS",2002-07-11,"R2",237
"5109",10420,2,"B4173","Kloaksvaber","POS",2002-07-15,"R5",238
"5113",10208,4,"B4177","Kloaksvaber","POS",2002-07-12,NA,237
"5117",10332,2,"B4181","Kloaksvaber","NEG",2002-07-12,"R3",237
"5121",10191,1,"B4185","Kloaksvaber","POS",2002-07-09,NA,237
"5125",10609,1,"B4189","Kloaksvaber","POS",2002-07-15,"R2",238
"5129",10243,3,"B4193","Kloaksvaber","POS",2002-07-15,"R3",238
"5133",10625,4,"B4197","Kloaksvaber","POS",2002-07-12,"R1",237
"5137",10237,1,"B4201","Kloaksvaber","POS",2002-07-13,"R8",237
"5141",10315,8,"B4205","Kloaksvaber","NEG",2002-07-13,NA,237
"5145",10327,1,"B4209","Kloaksvaber","POS",2002-07-15,"R8",238
"5149",10190,1,"B4213","Kloaksvaber","POS",2002-07-12,"R3",237
"5153",10604,3,"B4217","Kloaksvaber","NEG",2002-07-12,"R3",237
"5157",10362,1,"B4221","Kloaksvaber","POS",2002-07-12,"R2",237
"5161",10129,3,"B4225","Kloaksvaber","NEG",2002-07-12,"R7",237
"5165",10324,3,"B4229","Kloaksvaber","POS",2002-07-16,"R8",238
"5169",10500,4,"B4233","Kloaksvaber","POS",2002-07-16,"R4",238
"5173",10127,5,"B4237","Kloaksvaber","NEG",2002-07-16,"R4",238
"5177",10009,1,"B4241","Kloaksvaber","POS",2002-07-16,"R3",238
"5181",10647,3,"B4245","Kloaksvaber","NEG",2002-07-16,"R8",238
"5185",10244,3,"B4249","Kloaksvaber","POS",2002-07-17,"R4",238
"5189",10605,1,"B4253","Kloaksvaber","POS",2002-07-17,"R8",238
"5193",10545,2,"B4257","Kloaksvaber","NEG",2002-07-16,NA,238
"5197",10604,3,"B4261","Kloaksvaber","POS",2002-07-16,"R3",238
"5201",10572,1,"B4265","Kloaksvaber","NEG",2002-07-18,"R3",238
"5205",10535,1,"B4269","Kloaksvaber","NEG",2002-07-16,"R1",238
"5209",10667,1,"B4273","Kloaksvaber","POS",2002-07-18,"R4",238
"5213",10243,4,"B4277","Kloaksvaber","POS",2002-07-18,"R3",238
"5217",10306,1,"B4281","Kloaksvaber","NEG",2002-07-15,"R3",238
"5221",10502,6,"B4285","Kloaksvaber","POS",2002-07-17,"R2",238
"5225",10609,2,"B4289","Kloaksvaber","POS",2002-07-15,"R2",238
"5229",10111,2,"B4294","Kloaksvaber","POS",2002-07-18,"R5",238
"5233",10210,3,"B4298","Kloaksvaber","POS",2002-07-17,NA,238
"5237",10437,2,"B4302","Kloaksvaber","POS",2002-07-18,"R3",238
"5241",10467,1,"B4306","Kloaksvaber","POS",2002-07-16,NA,238
"5245",10196,2,"B4310","Kloaksvaber","NEG",2002-07-22,"R3",239
"5249",10562,2,"B4314","Kloaksvaber","POS",2002-07-19,"R8",238
"5253",10545,2,"B4318","Kloaksvaber","POS",2002-07-22,NA,239
"5257",10005,2,"B4322","Kloaksvaber","POS",2002-07-22,"R6",239
"5261",10279,2,"B4326","Kloaksvaber","POS",2002-07-23,"R6",239
"5265",10233,3,"B4331","Kloaksvaber","POS",2002-07-19,"R6",238
"5269",10233,7,"B4335","Kloaksvaber","POS",2002-07-19,"R6",238
"5277",10505,4,"B4343","Kloaksvaber","NEG",2002-07-22,NA,239
"5281",10404,4,"B4347","Kloaksvaber","POS",2002-07-19,"R1",238
"5285",10306,8,"B4351","Kloaksvaber","NEG",2002-07-19,"R3",238
"5289",10306,1,"B4355","Kloaksvaber","NEG",2002-07-20,"R3",238
"5293",10306,8,"B4359","Kloaksvaber","NEG",2002-07-19,"R3",238
"5297",10131,3,"B4363","Kloaksvaber","POS",2002-07-22,"R3",239
"5301",10434,5,"B4367","Kloaksvaber","POS",2002-07-22,"R3",239
"5305",10619,1,"B4371","Kloaksvaber","POS",2002-07-19,"R5",238
"5309",10127,4,"B4375","Kloaksvaber","POS",2002-07-23,"R4",239
"5313",10306,6,"B4379","Kloaksvaber","NEG",2002-07-23,"R3",239
"5317",10501,9,"B4383","Kloaksvaber","POS",2002-07-24,NA,239
"5321",10085,1,"B4387","Kloaksvaber","POS",2002-07-24,"R8",239
"5325",10434,1,"B4391","Kloaksvaber","POS",2002-07-24,"R3",239
"5329",10233,4,"B4395","Kloaksvaber","POS",2002-07-24,"R6",239
"5333",10193,8,"B4399","Kloaksvaber","POS",2002-07-24,"R7",239
"5337",10266,2,"B4403","Kloaksvaber","POS",2002-07-25,"R6",239
"5341",10435,1,"B4407","Kloaksvaber","POS",2002-07-25,"R2",239
"5345",10526,2,"B4411","Kloaksvaber","NEG",2002-07-25,"R3",239
"5349",10501,6,"B4415","Kloaksvaber","NEG",2002-07-25,NA,239
"5353",10089,5,"B4419","Kloaksvaber","POS",2002-07-25,NA,239
"5357",10471,6,"B4423","Kloaksvaber","POS",2002-07-22,"R5",239
"5361",10346,1,"B4427","Kloaksvaber","NEG",2002-07-24,"R2",239
"5365",10194,1,"B4431","Kloaksvaber","NEG",2002-07-24,"R5",239
"5369",10245,1,"B4435","Kloaksvaber","POS",2002-07-26,"R4",239
"5373",10245,6,"B4439","Kloaksvaber","POS",2002-07-26,"R4",239
"5377",10005,1,"B4443","Kloaksvaber","POS",2002-07-29,"R6",240
"5381",10233,1,"B4447","Kloaksvaber","NEG",2002-07-26,"R6",239
"5385",10163,2,"B4451","Kloaksvaber","POS",2002-07-26,NA,239
"5389",10089,2,"B4455","Kloaksvaber","POS",2002-07-25,NA,239
"5393",10089,10,"B4459","Kloaksvaber","POS",2002-07-29,NA,240
"5397",10371,1,"B4463","Kloaksvaber","POS",2002-07-26,"R1",239
"5405",10143,1,"B4471","Kloaksvaber","POS",2002-07-26,"R3",239
"5409",10239,1,"B4475","Kloaksvaber","NEG",2002-07-29,"R6",240
"5413",10203,3,"B4479","Kloaksvaber","NEG",2002-07-29,"R3",240
"5417",10086,1,"B4483","Kloaksvaber","NEG",2002-07-26,NA,239
"5421",10383,2,"B4487","Kloaksvaber","POS",2002-07-29,"R1",240
"5425",10245,5,"B4491","Kloaksvaber","POS",2002-07-30,"R4",240
"5429",10089,3,"B4495","Kloaksvaber","POS",2002-07-30,NA,240
"5433",10091,1,"B4499","Kloaksvaber","POS",2002-07-30,"R3",240
"5437",10245,2,"B4503","Kloaksvaber","POS",2002-07-31,"R4",240
"5441",10119,3,"B4507","Kloaksvaber","POS",2002-07-31,"R2",240
"5445",10175,1,"B4511","Kloaksvaber","NEG",2002-07-30,"R2",240
"5449",10175,3,"B4515","Kloaksvaber","POS",2002-07-30,"R2",240
"5453",10603,3,"B4519","Kloaksvaber","POS",2002-07-30,"R3",240
"5457",10441,1,"B4523","Kloaksvaber","NEG",2002-08-01,"R3",240
"5461",10548,6,"B4527","Kloaksvaber","NEG",2002-08-01,"R2",240
"5465",10140,2,"B4531","Kloaksvaber","POS",2002-08-01,"R4",240
"5469",10600,2,"B4535","Kloaksvaber","POS",2002-08-01,"R4",240
"5477",10089,15,"B4543","Kloaksvaber","POS",2002-07-30,NA,240
"5481",10081,4,"B4547","Kloaksvaber","NEG",2002-07-31,"R5",240
"5485",10133,1,"B4551","Kloaksvaber","NEG",2002-07-30,"R5",240
"5489",10089,3,"B4555","Kloaksvaber","POS",2002-08-01,NA,240
"5493",10146,1,"B4559","Kloaksvaber","POS",2002-07-31,"R3",240
"5497",10383,3,"B4563","Kloaksvaber","POS",2002-07-29,"R1",240
"5501",10249,2,"B4567","Kloaksvaber","NEG",2002-08-01,"R5",240
"5505",10467,2,"B4571","Kloaksvaber","POS",2002-07-30,NA,240
"5509",10375,2,"B4575","Kloaksvaber","NEG",2002-08-02,"R7",240
"5513",10526,2,"B4579","Kloaksvaber","POS",2002-08-05,"R3",241
"5517",10175,2,"B4583","Kloaksvaber","POS",2002-08-02,"R2",240
"5521",10532,2,"B4587","Kloaksvaber","POS",2002-08-02,"R4",240
"5525",10080,1,"B4591","Kloaksvaber","NEG",2002-08-01,"R5",240
"5533",10089,16,"B4599","Kloaksvaber","POS",2002-08-02,NA,240
"5537",10089,9,"B4603","Kloaksvaber","POS",2002-08-02,NA,240
"5541",10089,12,"B4607","Kloaksvaber","POS",2002-08-05,NA,241
"5545",10094,4,"B4611","Kloaksvaber","POS",2002-08-01,"R7",240
"5549",10178,1,"B4615","Kloaksvaber","NEG",2002-08-05,NA,241
"5553",10275,7,"B4619","Kloaksvaber","POS",2002-08-06,"R6",241
"5557",10089,15,"B4623","Kloaksvaber","POS",2002-08-06,NA,241
"5561",10162,1,"B4627","Kloaksvaber","POS",2002-08-05,NA,241
"5565",10165,3,"B4631","Kloaksvaber","POS",2002-08-02,"R5",240
"5569",10637,1,"B4635","Kloaksvaber","POS",2002-08-07,"R3",241
"5573",10586,1,"B4639","Kloaksvaber","POS",2002-08-07,"R3",241
"5577",10640,1,"B4643","Kloaksvaber","POS",2002-07-17,"R8",238
"5581",10441,1,"B4647","Kloaksvaber","POS",2002-08-07,"R3",241
"5585",10246,3,"B4651","Kloaksvaber","NEG",2002-08-06,"R3",241
"5589",10375,2,"B4655","Kloaksvaber","POS",2002-08-08,"R7",241
"5593",10666,2,"B4659","Kloaksvaber","POS",2002-08-08,"R7",241
"5597",10089,13,"B4663","Kloaksvaber","POS",2002-08-05,NA,241
"5601",10590,3,"B4667","Kloaksvaber","NEG",2002-08-08,"R6",241
"5605",10045,1,"B4671","Kloaksvaber","POS",2002-08-06,"R5",241
"5609",10416,2,"B4675","Kloaksvaber","POS",2002-08-07,"R1",241
"5613",10642,2,"B4679","Kloaksvaber","POS",2002-08-08,"R8",241
"5618",10178,2,"B4684","Kloaksvaber","POS",2002-08-07,NA,241
"5622",10630,1,"B4688","Kloaksvaber","NEG",2002-08-09,"R6",241
"5626",10156,1,"B4692","Kloaksvaber","POS",2002-08-12,NA,242
"5630",10193,2,"B4696","Kloaksvaber","POS",2002-08-09,"R7",241
"5634",10187,1,"B4700","Kloaksvaber","POS",2002-08-09,"R8",241
"5638",10307,3,"B4704","Kloaksvaber","NEG",2002-08-12,"R3",242
"5642",10394,12,"B4708","Kloaksvaber","POS",2002-08-12,"R4",242
"5646",10388,2,"B4712","Kloaksvaber","POS",2002-08-09,"R1",241
"5650",10248,1,"B4716","Kloaksvaber","POS",2002-08-12,"R8",242
"5654",10450,1,"B4720","Kloaksvaber","POS",2002-08-08,"R5",241
"5658",10301,2,"B4724","Kloaksvaber","POS",2002-08-09,"R4",241
"5662",10586,2,"B4728","Kloaksvaber","NEG",2002-08-09,"R3",241
"5666",10116,1,"B4732","Kloaksvaber","POS",2002-08-13,NA,242
"5670",10560,1,"B4736","Kloaksvaber","POS",2002-08-13,"R8",242
"5674",10236,4,"B4740","Kloaksvaber","POS",2002-08-14,NA,242
"5678",10248,4,"B4744","Kloaksvaber","POS",2002-08-14,"R8",242
"5682",10116,2,"B4748","Kloaksvaber","POS",2002-08-14,NA,242
"5686",10152,3,"B4752","Kloaksvaber","POS",2002-08-15,"R2",242
"5690",10222,3,"B4756","Kloaksvaber","POS",2002-08-12,"R2",242
"5694",10610,1,"B4760","Kloaksvaber","POS",2002-08-15,"R5",242
"5698",10379,1,"B4764","Kloaksvaber","NEG",2002-08-14,"R1",242
"5702",10216,1,"B4768","Kloaksvaber","NEG",2002-08-13,"R5",242
"5706",10650,2,"B4772","Kloaksvaber","NEG",2002-08-15,"R8",242
"5710",10178,3,"B4776","Kloaksvaber","POS",2002-08-13,NA,242
"5714",10156,1,"B4780","Kloaksvaber","POS",2002-08-14,NA,242
"5718",10156,5,"B4784","Kloaksvaber","NEG",2002-08-14,NA,242
"5722",10311,1,"B4788","Kloaksvaber","POS",2002-08-13,NA,242
"5726",10248,6,"B4792","Kloaksvaber","POS",2002-08-14,"R8",242
"5730",10171,3,"B4796","Kloaksvaber","POS",2002-08-13,"R5",242
"5734",10217,2,"B4800","Kloaksvaber","NEG",2002-08-12,"R5",242
"5738",10630,3,"B4804","Kloaksvaber","NEG",2002-08-13,"R6",242
"5742",10164,1,"B4808","Kloaksvaber","POS",2002-08-13,"R5",242
"5746",10325,2,"B4812","Kloaksvaber","POS",2002-08-16,"R8",242
"5750",10307,4,"B4816","Kloaksvaber","POS",2002-08-19,"R3",243
"5754",10207,1,"B4820","Kloaksvaber","NEG",2002-08-16,"R5",242
"5758",10268,1,"B4824","Kloaksvaber","POS",2002-08-16,"R2",242
"5762",10610,3,"B4828","Kloaksvaber","POS",2002-08-16,"R5",242
"5766",10236,1,"B4832","Kloaksvaber","NEG",2002-08-15,NA,242
"5770",10490,1,"B4836","Kloaksvaber","POS",2002-08-19,NA,243
"5774",10646,1,"B4840","Kloaksvaber","NEG",2002-08-16,"R8",242
"5778",10169,7,"B4844","Kloaksvaber","POS",2002-08-19,"R4",243
"5782",10152,2,"B4848","Kloaksvaber","POS",2002-08-16,"R2",242
"5786",10222,2,"B4852","Kloaksvaber","POS",2002-08-16,"R2",242
"5790",10222,41,"B4856","Kloaksvaber","POS",2002-08-17,"R2",242
"5794",10136,3,"B4860","Kloaksvaber","POS",2002-08-20,"R4",243
"5798",10595,6,"B4864","Kloaksvaber","POS",2002-08-20,NA,243
"5802",10381,1,"B4868","Kloaksvaber","POS",2002-08-16,"R1",242
"5806",10238,2,"B4872","Kloaksvaber","NEG",2002-08-20,NA,243
"5810",10159,1,"B4876","Kloaksvaber","POS",2002-08-21,NA,243
"5814",10240,1,"B4880","Kloaksvaber","POS",2002-08-21,"R4",243
"5818",10295,2,"B4884","Kloaksvaber","POS",2002-08-21,"R7",243
"5822",10172,4,"B4888","Kloaksvaber","POS",2002-08-22,NA,243
"5826",10615,2,"B4892","Kloaksvaber","NEG",2002-08-20,NA,243
"5830",10118,1,"B4896","Kloaksvaber","NEG",2002-08-22,"R6",243
"5834",10332,2,"B4900","Kloaksvaber","POS",2002-08-22,"R3",243
"5838",10584,2,"B4904","Kloaksvaber","NEG",2002-08-21,"R7",243
"5846",10252,1,"B4912","Kloaksvaber","POS",2002-08-20,"R3",243
"5850",10252,5,"B4916","Kloaksvaber","POS",2002-08-20,"R3",243
"5858",10625,4,"B4924","Kloaksvaber","POS",2002-08-21,"R1",243
"5862",10456,2,"B4928","Kloaksvaber","POS",2002-08-21,"R5",243
"5866",10491,1,"B4932","Kloaksvaber","POS",2002-08-26,NA,244
"5870",10083,1,"B4936","Kloaksvaber","POS",2002-08-26,"R2",244
"5874",10076,1,"B4940","Kloaksvaber","POS",2002-08-23,"R5",243
"5878",10241,1,"B4944","Kloaksvaber","NEG",2002-08-21,NA,243
"5886",10250,5,"B4952","Kloaksvaber","POS",2002-08-20,"R2",243
"5890",10529,1,"B4956","Kloaksvaber","NEG",2002-08-23,"R7",243
"5894",10367,2,"B4960","Kloaksvaber","POS",2002-08-26,"R1",244
"5898",10125,1,"B4964","Kloaksvaber","POS",2002-08-23,"R5",243
"5902",10075,2,"B4968","Kloaksvaber","NEG",2002-08-23,"R5",243
"5906",10636,1,"B4972","Kloaksvaber","POS",2002-08-23,"R3",243
"5910",10581,2,"B4976","Kloaksvaber","POS",2002-08-23,"R3",243
"5914",10242,1,"B4980","Kloaksvaber","POS",2002-08-27,"R7",244
"5918",10304,3,"B4984","Kloaksvaber","POS",2002-08-27,"R7",244
"5922",10166,3,"B4988","Kloaksvaber","POS",2002-08-26,NA,244
"5926",10464,2,"B4992","Kloaksvaber","NEG",2002-08-27,"R3",244
"5934",10332,3,"B5000","Kloaksvaber","POS",2002-08-28,"R3",244
"5939",10134,1,"B5002","Kloaksvaber","POS",2002-08-28,"R3",244
"5943",10129,1,"B5006","Kloaksvaber","POS",2002-08-27,"R7",244
"5947",10604,2,"B5010","Kloaksvaber","POS",2002-08-29,"R3",244
"5951",10520,3,"B5014","Kloaksvaber","POS",2002-08-28,"R4",244
"5955",10543,1,"B5018","Kloaksvaber","POS",2002-08-29,"R7",244
"59591",10609,3,"B5022","Kloaksvaber","NEG",2002-08-28,"R2",244
"59631",10247,1,"B5027","Kloaksvaber","POS",2002-08-29,"R2",244
"59671",10180,2,"B5031","Kloaksvaber","POS",2002-08-27,NA,244
"59711",10121,3,"B5035","Kloaksvaber","NEG",2002-08-28,"R8",244
"59751",10121,7,"B5039","Kloaksvaber","NEG",2002-08-28,"R8",244
"5979",10615,1,"B5043","Kloaksvaber","POS",2002-08-29,NA,244
"5983",10535,1,"B5047","Kloaksvaber","NEG",2002-08-30,"R1",244
"59871",10141,5,"B5051","Kloaksvaber","NEG",2002-08-28,"R5",244
"59911",10384,2,"B5055","Kloaksvaber","POS",2002-09-02,"R1",245
"59951",10520,3,"B5059","Kloaksvaber","POS",2002-09-02,"R4",245
"59991",10572,1,"B5063","Kloaksvaber","POS",2002-08-30,"R3",244
"60031",10083,1,"B5067","Kloaksvaber","POS",2002-08-30,"R2",244
"60071",10315,8,"B5071","Kloaksvaber","POS",2002-08-31,NA,244
"60111",10575,1,"B5075","Kloaksvaber","NEG",2002-08-30,"R6",244
"60151",10233,2,"B5079","Kloaksvaber","NEG",2002-09-02,"R6",245
"60191",10233,6,"B5083","Kloaksvaber","POS",2002-09-02,"R6",245
"60231",10328,1,"B5087","Kloaksvaber","NEG",2002-08-30,"R8",244
"60271",10327,1,"B5091","Kloaksvaber","POS",2002-08-30,"R8",244
"60311",10482,1,"B5095","Kloaksvaber","NEG",2002-09-02,"R5",245
"60351",10243,4,"B5099","Kloaksvaber","POS",2002-08-30,"R3",244
"60391",10251,8,"B5103","Kloaksvaber","POS",2002-08-29,"R2",244
"60431",10437,1,"B5107","Kloaksvaber","NEG",2002-09-02,"R3",245
"60471",10520,4,"B5111","Kloaksvaber","POS",2002-09-03,"R4",245
"60511",10186,1,"B5115","Kloaksvaber","NEG",2002-09-03,"R6",245
"60551",10328,1,"B5119","Kloaksvaber","NEG",2002-09-04,"R8",245
"60591",10186,2,"B5123","Kloaksvaber","POS",2002-09-04,"R6",245
"6063",10278,2,"B5127","Kloaksvaber","NEG",2002-09-04,"R6",245
"6067",10127,4,"B5131","Kloaksvaber","POS",2002-09-05,"R4",245
"60711",10501,8,"B5135","Kloaksvaber","POS",2002-09-05,NA,245
"60751",10247,5,"B5139","Kloaksvaber","POS",2002-09-02,"R2",245
"60831",10471,8,"B5147","Kloaksvaber","POS",2002-09-03,"R5",245
"6087",10306,3,"B5151","Kloaksvaber","POS",2002-09-05,"R3",245
"6091",10647,4,"B5155","Kloaksvaber","POS",2002-09-05,"R8",245
"6095",10491,2,"B5159","Kloaksvaber","POS",2002-09-04,NA,245
"6099",10356,1,"B5163","Kloaksvaber","POS",2002-09-03,"R2",245
"6103",10574,1,"B5167","Kloaksvaber","POS",2002-09-04,"R6",245
"6107",10352,2,"B5171","Kloaksvaber","NEG",2002-09-05,"R1",245
"6111",10244,6,"B5175","Kloaksvaber","POS",2002-09-04,"R4",245
"6115",10010,3,"B5179","Kloaksvaber","POS",2002-09-09,"R2",246
"6119",10143,3,"B5183","Kloaksvaber","POS",2002-09-06,"R3",245
"6123",10239,2,"B5187","Kloaksvaber","NEG",2002-09-09,"R6",246
"6127",10505,4,"B5191","Kloaksvaber","POS",2002-09-06,NA,245
"6131",10302,5,"B5195","Kloaksvaber","POS",2002-09-09,"R4",246
"6135",10233,7,"B5199","Kloaksvaber","POS",2002-09-09,"R6",246
"6139",10131,3,"B5203","Kloaksvaber","POS",2002-09-06,"R3",245
"6144",10434,4,"B5208","Kloaksvaber","POS",2002-09-09,"R3",246
"6148",10243,3,"B5212","Kloaksvaber","POS",2002-09-05,"R3",245
"6152",10243,5,"B5216","Kloaksvaber","POS",2002-09-06,"R3",245
"6156",10190,1,"B5220","Kloaksvaber","POS",2002-09-06,"R3",245
