"","chrnr","epinr","jnr","matr","resultat","prvdato","region","ugenr"
"6160",10324,6,"B5224","Kloaksvaber","NEG",2002-09-06,"R8",245
"6164",10545,2,"B5228","Kloaksvaber","NEG",2002-09-06,NA,245
"6168",10244,2,"B5232","Kloaksvaber","POS",2002-09-10,"R4",246
"6172",10306,7,"B5236","Kloaksvaber","POS",2002-09-10,"R3",246
"6176",10211,3,"B5240","Kloaksvaber","POS",2002-09-04,"R1",245
"6180",10420,2,"B5244","Kloaksvaber","POS",2002-09-03,"R5",245
"6184",10621,1,"B5248","Kloaksvaber","POS",2002-09-05,"R1",245
"6188",10562,1,"B5250","Kloaksvaber","POS",2002-09-11,"R8",246
"6192",10306,1,"B5254","Kloaksvaber","POS",2002-09-11,"R3",246
"6196",10434,1,"B5258","Kloaksvaber","POS",2002-09-09,"R3",246
"6200",10196,3,"B5262","Kloaksvaber","POS",2002-09-11,"R3",246
"6204",10204,2,"B5266","Kloaksvaber","NEG",2002-09-11,NA,246
"6208",10200,2,"B5270","Kloaksvaber","POS",2002-09-10,"R2",246
"6212",10501,7,"B5274","Kloaksvaber","POS",2002-09-12,NA,246
"6216",10337,1,"B5278","Kloaksvaber","NEG",2002-09-10,"R3",246
"6220",10306,3,"B5282","Kloaksvaber","POS",2002-09-12,"R3",246
"6224",10143,4,"B5286","Kloaksvaber","POS",2002-09-11,"R3",246
"6228",10404,4,"B5290","Kloaksvaber","POS",2002-09-11,"R1",246
"6232",10154,2,"B5294","Kloaksvaber","POS",2002-09-10,"R1",246
"6236",10501,8,"B5298","Kloaksvaber","POS",2002-09-12,NA,246
"6240",10009,3,"B5302","Kloaksvaber","POS",2002-09-16,"R3",247
"6246",10143,1,"B5308","Kloaksvaber","POS",2002-09-12,"R3",246
"6250",10434,3,"B5312","Kloaksvaber","POS",2002-09-12,"R3",246
"6254",10091,1,"B5316","Kloaksvaber","POS",2002-09-16,"R3",247
"6258",10191,1,"B5320","Kloaksvaber","POS",2002-09-11,NA,246
"6262",10467,2,"B5324","Kloaksvaber","POS",2002-09-13,NA,246
"6266",10619,4,"B5328","Kloaksvaber","POS",2002-09-13,"R5",246
"6270",10111,3,"B5332","Kloaksvaber","POS",2002-09-10,"R5",246
"6274",10193,8,"B5336","Kloaksvaber","POS",2002-09-16,"R7",247
"6278",10005,1,"B5340","Kloaksvaber","NEG",2002-09-16,"R6",247
"6282",10196,1,"B5344","Kloaksvaber","POS",2002-09-13,"R3",246
"6286",10266,1,"B5348","Kloaksvaber","POS",2002-09-13,"R6",246
"6291",10163,1,"B5353","Kloaksvaber","POS",2002-09-13,NA,246
"6295",10320,2,"B5357","Kloaksvaber","NEG",2002-09-16,NA,247
"6299",10320,1,"B5361","Kloaksvaber","POS",2002-09-17,NA,247
"6303",10346,2,"B5365","Kloaksvaber","NEG",2002-09-13,"R2",246
"6307",10089,4,"B5369","Kloaksvaber","POS",2002-09-17,NA,247
"6311",10009,1,"B5373","Kloaksvaber","POS",2002-09-17,"R3",247
"6315",10091,2,"B5377","Kloaksvaber","NEG",2002-09-17,"R3",247
"6319",10119,2,"B5381","Kloaksvaber","POS",2002-09-18,"R2",247
"6323",10245,2,"B5385","Kloaksvaber","POS",2002-09-18,"R4",247
"6327",10501,6,"B5389","Kloaksvaber","POS",2002-09-18,NA,247
"6331",10185,2,"B5393","Kloaksvaber","POS",2002-09-18,"R5",247
"6335",10175,4,"B5397","Kloaksvaber","POS",2002-09-17,"R2",247
"6339",10438,1,"B5401","Kloaksvaber","POS",2002-09-18,"R3",247
"6343",10441,2,"B5405","Kloaksvaber","NEG",2002-09-18,"R3",247
"6347",10375,2,"B5409","Kloaksvaber","POS",2002-09-19,"R7",247
"6351",10245,5,"B5413","Kloaksvaber","POS",2002-09-19,"R4",247
"63551",10346,4,"B5417","Kloaksvaber","NEG",2002-09-19,"R2",247
"63591",10371,2,"B5421","Kloaksvaber","POS",2002-09-17,"R1",247
"63631",10081,4,"B5425","Kloaksvaber","POS",2002-09-19,"R5",247
"63671",10227,2,"B5429","Kloaksvaber","POS",2002-09-19,"R1",247
"63711",10178,2,"B5433","Kloaksvaber","NEG",2002-09-19,NA,247
"63751",10146,1,"B5437","Kloaksvaber","NEG",2002-09-19,"R3",247
"63791",10467,2,"B5441","Kloaksvaber","NEG",2002-09-23,NA,248
"63831",10094,4,"B5446","Kloaksvaber","POS",2002-09-20,"R7",247
"63871",10131,2,"B5450","Kloaksvaber","NEG",2002-09-23,"R3",248
"63911",10346,2,"B5454","Kloaksvaber","NEG",2002-09-20,"R2",247
"63951",10642,2,"B5458","Kloaksvaber","NEG",2002-09-23,"R8",248
"63991",10089,8,"B5462","Kloaksvaber","POS",2002-09-20,NA,247
"64031",10089,14,"B5466","Kloaksvaber","POS",2002-09-23,NA,248
"64071",10080,3,"B5470","Kloaksvaber","POS",2002-09-19,"R5",247
"64111",10281,2,"B5474","Kloaksvaber","POS",2002-09-23,"R6",248
"64151",10603,3,"B5478","Kloaksvaber","POS",2002-09-20,"R3",247
"64191",10176,2,"B5482","Kloaksvaber","POS",2002-09-20,"R3",247
"64231",10441,1,"B5486","Kloaksvaber","NEG",2002-09-20,"R3",247
"64271",10005,2,"B5490","Kloaksvaber","NEG",2002-09-20,"R6",247
"64311",10140,2,"B5494","Kloaksvaber","POS",2002-09-20,"R4",247
"64351",10438,2,"B5498","Kloaksvaber","POS",2002-09-23,"R3",248
"64391",10089,4,"B5502","Kloaksvaber","POS",2002-09-24,NA,248
"64431",10375,1,"B5506","Kloaksvaber","POS",2002-09-24,"R7",248
"64471",10094,4,"B5510","Kloaksvaber","POS",2002-09-24,"R7",248
"64511",10245,4,"B5514","Kloaksvaber","POS",2002-09-25,"R4",248
"6455",10214,1,"B5518","Kloaksvaber","NEG",2002-09-26,"R5",248
"64591",10245,5,"B5520","Kloaksvaber","POS",2002-09-26,"R4",248
"64631",10140,2,"B5524","Kloaksvaber","POS",2002-09-26,"R4",248
"64671",10632,2,"B5528","Kloaksvaber","NEG",2002-09-26,"R6",248
"64711",10603,3,"B5532","Kloaksvaber","POS",2002-09-24,"R3",248
"64791",10244,1,"B5540","Kloaksvaber","POS",2002-09-25,"R4",248
"64831",10089,7,"B5544","Kloaksvaber","POS",2002-09-25,NA,248
"64871",10089,13,"B5548","Kloaksvaber","POS",2002-09-24,NA,248
"64911",10453,1,"B5552","Kloaksvaber","POS",2002-09-24,"R5",248
"64951",10161,3,"B5556","Kloaksvaber","POS",2002-09-23,"R1",248
"64991",10416,4,"B5560","Kloaksvaber","NEG",2002-09-25,"R1",248
"65031",10554,1,"B5564","Kloaksvaber","NEG",2002-09-25,"R1",248
"65071",10261,1,"B5568","Kloaksvaber","POS",2002-09-20,"R5",247
"65111",10249,3,"B5572","Kloaksvaber","POS",2002-09-23,"R5",248
"65151",10467,2,"B5576","Kloaksvaber","POS",2002-09-25,NA,248
"65191",10307,1,"B5580","Kloaksvaber","NEG",2002-09-27,"R3",248
"65231",10156,4,"B5584","Kloaksvaber","POS",2002-09-27,NA,248
"65271",10585,1,"B5588","Kloaksvaber","POS",2002-09-27,"R6",248
"65311",10637,2,"B5592","Kloaksvaber","NEG",2002-09-27,"R3",248
"65351",10394,10,"B5596","Kloaksvaber","POS",2002-09-27,"R4",248
"65391",10246,2,"B5600","Kloaksvaber","NEG",2002-09-30,"R3",249
"65431",10138,2,"B5604","Kloaksvaber","NEG",2002-09-27,NA,248
"65471",10590,3,"B5608","Kloaksvaber","POS",2002-09-30,"R6",249
"65511",10624,1,"B5612","Kloaksvaber","POS",2002-09-27,"R5",248
"65551",10089,12,"B5616","Kloaksvaber","POS",2002-09-27,NA,248
"65591",10178,1,"B5620","Kloaksvaber","NEG",2002-09-30,NA,249
"65631",10275,7,"B5624","Kloaksvaber","POS",2002-10-01,"R6",249
"65671",10089,14,"B5628","Kloaksvaber","POS",2002-10-01,NA,249
"65711",10236,4,"B5632","Kloaksvaber","POS",2002-09-30,NA,249
"65751",10300,13,"B5636","Kloaksvaber","POS",2002-10-02,"R4",249
"65791",10236,1,"B5640","Kloaksvaber","NEG",2002-10-02,NA,249
"65831",10125,1,"B5644","Kloaksvaber","POS",2002-10-03,"R5",249
"65871",10156,1,"B5647","Kloaksvaber","POS",2002-10-02,NA,249
"65911",10576,1,"B5651","Kloaksvaber","NEG",2002-10-01,"R6",249
"65951",10171,3,"B5655","Kloaksvaber","NEG",2002-10-02,"R5",249
"65991",10650,2,"B5659","Kloaksvaber","NEG",2002-10-03,"R8",249
"66031",10650,1,"B5663","Kloaksvaber","NEG",2002-10-03,"R8",249
"66071",10379,1,"B5667","Kloaksvaber","POS",2002-10-02,"R1",249
"66111",10152,3,"B5671","Kloaksvaber","NEG",2002-10-01,"R2",249
"66151",10222,2,"B5675","Kloaksvaber","NEG",2002-10-03,"R2",249
"6619",10222,42,"B5679","Kloaksvaber","NEG",2002-10-03,"R2",249
"6623",10216,1,"B5683","Kloaksvaber","NEG",2002-10-02,"R5",249
"6627",10116,3,"B5687","Kloaksvaber","NEG",2002-10-03,NA,249
"66311",10236,2,"B5691","Kloaksvaber","NEG",2002-10-03,NA,249
"6635",10164,2,"B5695","Kloaksvaber","POS",2002-10-02,"R5",249
"66391",10217,2,"B5699","Kloaksvaber","POS",2002-10-03,"R5",249
"66431",10165,3,"B5703","Kloaksvaber","POS",2002-09-27,"R5",248
"6647",10178,3,"B5707","Kloaksvaber","POS",2002-10-01,NA,249
"6651",10136,4,"B5711","Kloaksvaber","NEG",2002-10-07,"R4",250
"6655",10300,12,"B5715","Kloaksvaber","POS",2002-10-04,"R4",249
"6659",10210,2,"B5719","Kloaksvaber","POS",2002-10-04,NA,249
"6664",10156,4,"B5724","Kloaksvaber","POS",2002-10-07,NA,250
"6669",10103,1,"B5729","Kloaksvaber","NEG",2002-10-03,NA,249
"6673",10125,2,"B5733","Kloaksvaber","POS",2002-10-07,"R5",250
"6677",10183,1,"B5737","Kloaksvaber","POS",2002-10-04,"R2",249
"6681",10490,2,"B5741","Kloaksvaber","NEG",2002-10-04,NA,249
"6685",10464,2,"B5745","Kloaksvaber","NEG",2002-10-08,"R3",250
"6689",10222,42,"B5749","Kloaksvaber","POS",2002-10-08,"R2",250
"6693",10152,3,"B5753","Kloaksvaber","POS",2002-10-08,"R2",250
"6697",10590,2,"B5757","Kloaksvaber","POS",2002-10-05,"R6",249
"6701",10490,2,"B5761","Kloaksvaber","NEG",2002-10-09,NA,250
"6705",10222,5,"B5765","Kloaksvaber","POS",2002-10-09,"R2",250
"6709",10248,3,"B5769","Kloaksvaber","NEG",2002-10-09,"R8",250
"6714",10238,1,"B5774","Kloaksvaber","NEG",2002-10-10,NA,250
"6718",10610,2,"B5778","Kloaksvaber","POS",2002-10-07,"R5",250
"6722",10625,3,"B5782","Kloaksvaber","POS",2002-10-08,"R1",250
"6726",10456,2,"B5786","Kloaksvaber","POS",2002-10-09,"R5",250
"6730",10084,2,"B5790","Kloaksvaber","POS",2002-10-09,"R2",250
"6734",10311,1,"B5794","Kloaksvaber","NEG",2002-10-10,NA,250
"6738",10077,1,"B5798","Kloaksvaber","NEG",2002-10-10,"R2",250
"6742",10367,1,"B5802","Kloaksvaber","NEG",2002-10-10,"R1",250
"6746",10543,2,"B5806","Kloaksvaber","NEG",2002-10-09,"R7",250
"6750",10248,1,"B5810","Kloaksvaber","NEG",2002-10-08,"R8",250
"6754",10252,2,"B5814","Kloaksvaber","POS",2002-10-10,"R3",250
"6758",10630,2,"B5818","Kloaksvaber","NEG",2002-10-10,"R6",250
"6762",10604,3,"B5822","Kloaksvaber","POS",2002-10-11,"R3",250
"6766",10250,6,"B5826","Kloaksvaber","NEG",2002-10-14,"R2",251
"6770",10342,2,"B5830","Kloaksvaber","POS",2002-10-11,"R3",250
"6774",10169,2,"B5834","Kloaksvaber","NEG",2002-10-11,"R4",250
"6778",10529,1,"B5838","Kloaksvaber","POS",2002-10-15,"R7",251
"6782",10561,1,"B5842","Kloaksvaber","POS",2002-10-11,"R8",250
"6786",10075,2,"B5846","Kloaksvaber","POS",2002-10-11,"R5",250
"6790",10281,4,"B5850","Kloaksvaber","POS",2002-10-10,"R6",250
"6794",10118,2,"B5854","Kloaksvaber","NEG",2002-10-12,"R6",250
"6798",10304,1,"B5858","Kloaksvaber","POS",2002-10-14,"R7",251
"6802",10446,1,"B5862","Kloaksvaber","POS",2002-10-14,"R3",251
"6806",10178,3,"B5866","Kloaksvaber","POS",2002-10-08,NA,250
"6810",10491,1,"B5870","Kloaksvaber","POS",2002-10-10,NA,250
"6814",10668,1,"B5874","Kloaksvaber","POS",2002-10-11,NA,250
"6818",10550,1,"B5878","Kloaksvaber","POS",2002-10-09,NA,250
"6822",10486,1,"B5882","Kloaksvaber","POS",2002-10-15,"R8",251
"6826",10159,10,"B5886","Kloaksvaber","POS",2002-10-15,NA,251
"6830",10144,1,"B5890","Kloaksvaber","POS",2002-10-15,"R2",251
"6834",10572,1,"B5894","Kloaksvaber","NEG",2002-10-16,"R3",251
"6838",10159,1,"B5898","Kloaksvaber","POS",2002-10-16,NA,251
"6842",10332,1,"B5902","Kloaksvaber","NEG",2002-10-16,"R3",251
"6846",10250,2,"B5906","Kloaksvaber","POS",2002-10-15,"R2",251
"6850",10429,1,"B5910","Kloaksvaber","POS",2002-10-17,"R3",251
"6854",10604,2,"B5914","Kloaksvaber","POS",2002-10-16,"R3",251
"6858",10242,1,"B5918","Kloaksvaber","POS",2002-10-16,"R7",251
"6862",10609,2,"B5922","Kloaksvaber","NEG",2002-10-15,"R2",251
"6870",10121,3,"B5930","Kloaksvaber","POS",2002-10-16,"R8",251
"68741",10332,2,"B5934","Kloaksvaber","NEG",2002-10-17,"R3",251
"6878",10615,2,"B5938","Kloaksvaber","POS",2002-10-16,NA,251
"6882",10584,1,"B5942","Kloaksvaber","POS",2002-10-17,"R7",251
"6886",10446,2,"B5946","Kloaksvaber","POS",2002-10-18,"R3",251
"6890",10251,7,"B5950","Kloaksvaber","POS",2002-10-18,"R2",251
"6894",10471,8,"B5954","Kloaksvaber","POS",2002-10-17,"R5",251
"6898",10121,7,"B5958","Kloaksvaber","POS",2002-10-18,"R8",251
"69021",10166,3,"B5962","Kloaksvaber","NEG",2002-10-19,NA,251
"69061",10548,2,"B5966","Kloaksvaber","NEG",2002-10-21,"R2",252
"69101",10327,2,"B5970","Kloaksvaber","NEG",2002-10-18,"R8",251
"69141",10129,3,"B5974","Kloaksvaber","NEG",2002-10-18,"R7",251
"69181",10083,1,"B5978","Kloaksvaber","NEG",2002-10-18,"R2",251
"6922",10172,4,"B5982","Kloaksvaber","POS",2002-10-21,NA,252
"69261",10548,5,"B5986","Kloaksvaber","NEG",2002-10-22,"R2",252
"69301",10132,1,"B5990","Kloaksvaber","POS",2002-10-22,"R1",252
"69341",10102,2,"B5994","Kloaksvaber","NEG",2002-10-22,"R6",252
"69381",10241,4,"B5998","Kloaksvaber","NEG",2002-10-17,NA,251
"69421",10386,1,"B6002","Kloaksvaber","POS",2002-10-15,"R1",251
"69461",10315,8,"B6006","Kloaksvaber","POS",2002-10-23,NA,252
"69501",10532,1,"B6010","Kloaksvaber","POS",2002-10-23,"R4",252
"6954",10411,1,"B6014","Kloaksvaber","POS",2002-10-23,"R1",252
"6958",10545,2,"B6018","Kloaksvaber","NEG",2002-10-22,NA,252
"6962",10364,1,"B6022","Kloaksvaber","POS",2002-10-24,"R1",252
"6966",10172,1,"B6026","Kloaksvaber","POS",2002-10-22,NA,252
"6970",10520,2,"B6030","Kloaksvaber","POS",2002-10-24,"R4",252
"6978",10410,2,"B6038","Kloaksvaber","POS",2002-10-24,"R1",252
"6982",10180,4,"B6042","Kloaksvaber","NEG",2002-10-22,NA,252
"6986",10398,1,"B6046","Kloaksvaber","NEG",2002-10-23,"R1",252
"6990",10237,2,"B6050","Kloaksvaber","POS",2002-10-24,"R8",252
"6994",10131,1,"B6054","Kloaksvaber","POS",2002-10-24,"R3",252
"6998",10615,1,"B6058","Kloaksvaber","POS",2002-10-24,NA,252
"7002",10186,1,"B6062","Kloaksvaber","POS",2002-10-28,"R6",253
"7006",10647,4,"B6066","Kloaksvaber","POS",2002-10-28,"R8",253
"7014",10434,5,"B6074","Kloaksvaber","NEG",2002-10-28,"R3",253
"7018",10278,1,"B6078","Kloaksvaber","NEG",2002-10-25,"R6",252
"7022",10033,2,"B6082","Kloaksvaber","NEG",2002-10-25,"R3",252
"7026",10219,2,"B6086","Kloaksvaber","POS",2002-10-28,"R3",253
"7030",10233,4,"B6090","Kloaksvaber","NEG",2002-10-25,"R6",252
"7034",10266,2,"B6094","Kloaksvaber","POS",2002-10-28,"R6",253
"7038",10327,2,"B6098","Kloaksvaber","POS",2002-10-25,"R8",252
"7042",10545,2,"B6102","Kloaksvaber","POS",2002-10-28,NA,253
"7046",10520,2,"B6106","Kloaksvaber","POS",2002-10-29,"R4",253
"7050",10243,5,"B6110","Kloaksvaber","NEG",2002-10-29,"R3",253
"7054",10491,2,"B6114","Kloaksvaber","POS",2002-10-28,NA,253
"7058",10233,5,"B6118","Kloaksvaber","NEG",2002-10-30,"R6",253
"7062",10233,1,"B6122","Kloaksvaber","NEG",2002-10-31,"R6",253
"7066",10204,1,"B6126","Kloaksvaber","POS",2002-10-31,NA,253
"7070",10404,3,"B6130","Kloaksvaber","NEG",2002-10-30,"R1",253
"7078",10154,3,"B6138","Kloaksvaber","NEG",2002-10-28,"R1",253
"7082",10247,3,"B6142","Kloaksvaber","NEG",2002-10-29,"R2",253
"7086",10143,5,"B6146","Kloaksvaber","NEG",2002-10-29,"R3",253
"7090",10243,2,"B6150","Kloaksvaber","POS",2002-10-30,"R3",253
"7094",10306,8,"B6154","Kloaksvaber","POS",2002-10-31,"R3",253
"7098",10491,2,"B6158","Kloaksvaber","POS",2002-10-30,NA,253
"7102",10244,6,"B6162","Kloaksvaber","POS",2002-10-31,"R4",253
"7106",10200,3,"B6166","Kloaksvaber","NEG",2002-10-31,"R2",253
"7110",10356,3,"B6170","Kloaksvaber","NEG",2002-10-29,"R2",253
"7114",10196,1,"B6174","Kloaksvaber","NEG",2002-10-29,"R3",253
"7118",10574,1,"B6178","Kloaksvaber","POS",2002-10-29,"R6",253
"7122",10619,3,"B6182","Kloaksvaber","POS",2002-10-29,"R5",253
"7126",10204,1,"B6186","Kloaksvaber","NEG",2002-10-25,NA,252
"7130",10596,3,"B6190","Kloaksvaber","NEG",2002-10-23,"R5",252
"7134",10390,1,"B6194","Kloaksvaber","NEG",2002-10-31,"R1",253
"7138",10553,5,"B6198","Kloaksvaber","NEG",2002-10-31,"R1",253
"7142",10306,2,"B6202","Kloaksvaber","POS",2002-11-02,"R3",253
"7146",10404,4,"B6206","Kloaksvaber","NEG",2002-11-04,"R1",254
"7150",10320,1,"B6210","Kloaksvaber","NEG",2002-11-04,NA,254
"7154",10163,2,"B6214","Kloaksvaber","NEG",2002-11-01,NA,253
"7158",10200,1,"B6218","Kloaksvaber","NEG",2002-11-01,"R2",253
"7162",10435,1,"B6222","Kloaksvaber","POS",2002-11-04,"R2",254
"7166",10444,1,"B6226","Kloaksvaber","POS",2002-11-01,"R3",253
"7170",10434,4,"B6230","Kloaksvaber","POS",2002-11-01,"R3",253
"7174",10500,3,"B6234","Kloaksvaber","NEG",2002-11-05,"R4",254
"7178",10320,1,"B6238","Kloaksvaber","NEG",2002-11-05,NA,254
"7182",10444,1,"B6242","Kloaksvaber","POS",2002-11-05,"R3",254
"7186",10153,2,"B6246","Kloaksvaber","POS",2002-11-06,"R3",254
"7190",10143,1,"B6250","Kloaksvaber","NEG",2002-11-05,"R3",254
"7194",10553,5,"B6254","Kloaksvaber","POS",2002-11-05,"R1",254
"7198",10390,2,"B6258","Kloaksvaber","NEG",2002-10-31,"R1",253
"7202",10175,2,"B6263","Kloaksvaber","NEG",2002-11-06,"R2",254
"7206",10501,7,"B6267","Kloaksvaber","NEG",2002-11-07,NA,254
"7210",10526,2,"B6271","Kloaksvaber","NEG",2002-11-07,"R3",254
"7214",10346,2,"B6275","Kloaksvaber","NEG",2002-11-05,"R2",254
"7218",10629,2,"B6279","Kloaksvaber","POS",2002-11-04,"R6",254
"7222",10161,3,"B6283","Kloaksvaber","POS",2002-11-05,"R1",254
"7226",10081,5,"B6287","Kloaksvaber","NEG",2002-11-07,"R5",254
"7230",10117,4,"B6291","Kloaksvaber","NEG",2002-11-07,"R6",254
"7234",10094,3,"B6295","Kloaksvaber","NEG",2002-11-07,"R7",254
"7238",10467,1,"B6299","Kloaksvaber","NEG",2002-11-05,NA,254
"7242",10660,1,"B6303","Kloaksvaber","POS",2002-11-07,"R4",254
"7246",10244,3,"B6307","Kloaksvaber","POS",2002-11-07,"R4",254
"7250",10438,1,"B6311","Kloaksvaber","NEG",2002-11-08,"R3",254
"7254",10094,3,"B6315","Kloaksvaber","NEG",2002-11-11,"R7",255
"7258",10416,1,"B6319","Kloaksvaber","NEG",2002-11-07,"R1",254
"7262",10416,4,"B6323","Kloaksvaber","NEG",2002-11-08,"R1",254
"7266",10119,1,"B6327","Kloaksvaber","NEG",2002-11-11,"R2",255
"7270",10346,1,"B6331","Kloaksvaber","NEG",2002-11-11,"R2",255
"7274",10140,2,"B6335","Kloaksvaber","POS",2002-11-11,"R4",255
"7278",10501,8,"B6339","Kloaksvaber","NEG",2002-11-08,NA,254
"7282",10435,1,"B6343","Kloaksvaber","POS",2002-11-08,"R2",254
"7286",10441,2,"B6347","Kloaksvaber","POS",2002-11-11,"R3",255
"7290",10244,5,"B6351","Kloaksvaber","POS",2002-11-11,"R4",255
"7294",10331,1,"B6355","Kloaksvaber","NEG",2002-11-11,"R6",255
"7298",10375,1,"B6359","Kloaksvaber","NEG",2002-11-12,"R7",255
"7303",10094,4,"B6364","Kloaksvaber","POS",2002-11-12,"R7",255
"7307",10501,7,"B6368","Kloaksvaber","NEG",2002-11-13,NA,255
"7311",10009,1,"B6372","Kloaksvaber","NEG",2002-11-13,"R3",255
"7315",10349,1,"B6376","Kloaksvaber","NEG",2002-11-13,"R2",255
"7319",10554,2,"B6380","Kloaksvaber","NEG",2002-11-13,"R1",255
"7323",10165,2,"B6384","Kloaksvaber","NEG",2002-11-13,"R5",255
"7327",10389,1,"B6388","Kloaksvaber","NEG",2002-11-06,"R1",254
"7331",10178,2,"B6392","Kloaksvaber","POS",2002-11-14,NA,255
"7335",10281,1,"B6396","Kloaksvaber","NEG",2002-11-14,"R6",255
"7339",10268,1,"B6400","Kloaksvaber","NEG",2002-11-13,"R2",255
"7343",10552,2,"B6404","Kloaksvaber","POS",2002-11-12,"R5",255
"7347",10419,1,"B6408","Kloaksvaber","NEG",2002-11-14,"R1",255
"7351",10394,10,"B6412","Kloaksvaber","POS",2002-11-13,"R4",255
"7355",10245,3,"B6416","Kloaksvaber","POS",2002-11-13,"R4",255
"7359",10597,1,"B6420","Kloaksvaber","POS",2002-11-13,"R6",255
"7363",10501,6,"B6424","Kloaksvaber","NEG",2002-11-12,NA,255
"7367",10632,1,"B6428","Kloaksvaber","NEG",2002-11-14,"R6",255
"7371",10226,2,"B6432","Kloaksvaber","POS",2002-11-14,NA,255
"7375",10438,3,"B6436","Kloaksvaber","POS",2002-11-14,"R3",255
"7380",10563,4,"B6441","Kloaksvaber","NEG",2002-11-15,"R5",255
"7384",10585,1,"B6445","Kloaksvaber","NEG",2002-11-18,"R6",256
"7388",10560,1,"B6449","Kloaksvaber","NEG",2002-11-18,"R8",256
"7392",10300,12,"B6453","Kloaksvaber","NEG",2002-11-15,"R4",255
"7396",10246,4,"B6457","Kloaksvaber","NEG",2002-11-15,"R3",255
"7400",10178,1,"B6461","Kloaksvaber","NEG",2002-11-15,NA,255
"7404",10089,2,"B6465","Kloaksvaber","POS",2002-11-18,NA,256
"7408",10301,2,"B6469","Kloaksvaber","POS",2002-11-16,"R4",255
"7412",10089,1,"B6473","Kloaksvaber","NEG",2002-11-15,NA,255
"7416",10236,3,"B6477","Kloaksvaber","NEG",2002-11-19,NA,256
"7420",10245,2,"B6481","Kloaksvaber","POS",2002-11-19,"R4",256
"7424",10245,3,"B6485","Kloaksvaber","POS",2002-11-20,"R4",256
"7428",10116,5,"B6489","Kloaksvaber","NEG",2002-11-20,NA,256
"7432",10464,1,"B6493","Kloaksvaber","NEG",2002-11-21,"R3",256
"7436",10178,2,"B6495","Kloaksvaber","NEG",2002-11-19,NA,256
"7440",10116,2,"B6497","Kloaksvaber","NEG",2002-11-21,NA,256
"7444",10202,1,"B6500","Kloaksvaber","NEG",2002-11-20,"R5",256
"7448",10625,3,"B6501","Kloaksvaber","NEG",2002-11-19,"R1",256
"7452",10300,12,"B6503","Kloaksvaber","NEG",2002-11-21,"R4",256
"7456",10566,1,"B6506","Kloaksvaber","NEG",2002-11-21,"R3",256
"7460",10295,1,"B6509","Kloaksvaber","NEG",2002-11-20,"R7",256
"7464",10171,3,"B6510","Kloaksvaber","NEG",2002-11-19,"R5",256
"7468",10246,3,"B6511","Kloaksvaber","NEG",2002-11-21,"R3",256
"7472",10176,1,"B6514","Kloaksvaber","NEG",2002-11-22,"R3",256
"7476",10156,1,"B6518","Kloaksvaber","POS",2002-11-22,NA,256
"7480",10603,2,"B6522","Kloaksvaber","NEG",2002-11-25,"R3",257
"7484",10136,3,"B6526","Kloaksvaber","POS",2002-11-25,"R4",257
"7488",10560,2,"B6530","Kloaksvaber","POS",2002-11-22,"R8",256
"7492",10089,5,"B6534","Kloaksvaber","POS",2002-11-22,NA,256
"7496",10089,10,"B6538","Kloaksvaber","POS",2002-11-23,NA,256
"7500",10125,1,"B6542","Kloaksvaber","NEG",2002-11-25,"R5",257
"7504",10610,1,"B6546","Kloaksvaber","NEG",2002-11-22,"R5",256
"7508",10178,1,"B6550","Kloaksvaber","POS",2002-11-25,NA,257
"7512",10490,2,"B6554","Kloaksvaber","NEG",2002-11-25,NA,257
"7516",10183,2,"B6558","Kloaksvaber","POS",2002-11-22,"R2",256
"7520",10368,1,"B6562","Kloaksvaber","NEG",2002-11-19,"R1",256
"7524",10383,3,"B6566","Kloaksvaber","NEG",2002-11-21,"R1",256
"7528",10252,2,"B6570","Kloaksvaber","NEG",2002-11-26,"R3",257
"7532",10595,6,"B6574","Kloaksvaber","NEG",2002-11-26,NA,257
"7536",10089,14,"B6578","Kloaksvaber","POS",2002-11-26,NA,257
"7540",10248,1,"B6582","Kloaksvaber","POS",2002-11-27,"R8",257
"7544",10248,5,"B6586","Kloaksvaber","NEG",2002-11-27,"R8",257
"7549",10156,5,"B6591","Kloaksvaber","POS",2002-11-28,NA,257
"7553",10193,5,"B6595","Kloaksvaber","NEG",2002-11-28,"R7",257
"7557",10543,2,"B6599","Kloaksvaber","NEG",2002-11-27,"R7",257
"7564",10307,3,"B6606","Kloaksvaber","NEG",2002-11-26,"R3",257
"7568",10156,3,"B6610","Kloaksvaber","POS",2002-11-27,NA,257
"7572",10174,4,"B6614","Kloaksvaber","NEG",2002-11-26,"R5",257
"7576",10075,1,"B6618","Kloaksvaber","NEG",2002-11-27,"R5",257
"7580",10490,1,"B6622","Kloaksvaber","NEG",2002-11-28,NA,257
"7584",10178,2,"B6626","Kloaksvaber","POS",2002-11-27,NA,257
"7588",10604,1,"B6630","Kloaksvaber","NEG",2002-11-29,"R3",257
"7593",10429,1,"B6635","Kloaksvaber","NEG",2002-11-29,"R3",257
"7597",10169,2,"B6639","Kloaksvaber","NEG",2002-11-29,"R4",257
"7601",10529,1,"B6643","Kloaksvaber","NEG",2002-12-02,"R7",258
"7609",10609,1,"B6651","Kloaksvaber","NEG",2002-11-29,"R2",257
"7613",10471,6,"B6655","Kloaksvaber","NEG",2002-12-02,"R5",258
"7617",10152,1,"B6659","Kloaksvaber","NEG",2002-11-29,"R2",257
